candidate_id,class_name,conf,verdict,split,max_iou_same_class
vest-0362,vest,0.9260,accept,test,0.1250
vest-0363,vest,0.9277,accept,train,0.2067
vest-0364,vest,0.9295,accept,val,0.0667
vest-0365,vest,0.9312,accept,test,0.1483
vest-0366,vest,0.9329,accept,train,0.2300
vest-0367,vest,0.9347,accept,val,0.0900
vest-0368,vest,0.9364,accept,test,0.1717
vest-0369,vest,0.9381,accept,train,0.0317
vest-0370,vest,0.9398,accept,val,0.1133
vest-0371,vest,0.9416,accept,test,0.1950
vest-0372,vest,0.9433,accept,train,0.0550
vest-0373,vest,0.9450,accept,val,0.1367
vest-0374,vest,0.9468,accept,test,0.2183
vest-0375,vest,0.9485,accept,train,0.0783
vest-0376,vest,0.9502,accept,val,0.1600
vest-0377,vest,0.9520,accept,test,0.0200
vest-0378,vest,0.9537,accept,train,0.1017
vest-0379,vest,0.9554,accept,val,0.1833
vest-0380,vest,0.9571,accept,test,0.0433
vest-0381,vest,0.9589,accept,train,0.1250
vest-0382,vest,0.9606,accept,val,0.2067
vest-0383,vest,0.9623,accept,test,0.0667
vest-0384,vest,0.9641,accept,train,0.1483
vest-0385,vest,0.9658,accept,val,0.2300
vest-0386,vest,0.9675,accept,test,0.0900
vest-0387,vest,0.9692,accept,train,0.1717
vest-0388,vest,0.9710,accept,val,0.0317
vest-0389,vest,0.9727,accept,test,0.1133
vest-0390,vest,0.9744,accept,train,0.1950
vest-0391,vest,0.9762,accept,val,0.0550
vest-0392,vest,0.9779,accept,test,0.1367
vest-0393,vest,0.9796,accept,train,0.2183
vest-0394,vest,0.9814,accept,val,0.0783
vest-0395,vest,0.9831,accept,test,0.1600
vest-0396,vest,0.9848,accept,train,0.0200
vest-0397,vest,0.9865,accept,val,0.1017
vest-0398,vest,0.9883,accept,test,0.1833
vest-0399,vest,0.9900,accept,train,0.0433
tractor-0000,tractor,0.3000,reject,train,0.0550
tractor-0001,tractor,0.3017,reject,val,0.1367
tractor-0002,tractor,0.3035,accept,test,0.2183
tractor-0003,tractor,0.3052,reject,train,0.0783
tractor-0004,tractor,0.3069,reject,val,0.1600
tractor-0005,tractor,0.3086,reject,test,0.0200
tractor-0006,tractor,0.3104,reject,train,0.1017
tractor-0007,tractor,0.3121,reject,val,0.1833
tractor-0008,tractor,0.3138,reject,test,0.0433
tractor-0009,tractor,0.3156,reject,train,0.1250
tractor-0010,tractor,0.3173,accept,val,0.2067
tractor-0011,tractor,0.3190,reject,test,0.0667
tractor-0012,tractor,0.3208,reject,train,0.1483
tractor-0013,tractor,0.3225,reject,val,0.2300
tractor-0014,tractor,0.3242,reject,test,0.0900
tractor-0015,tractor,0.3259,reject,train,0.1717
tractor-0016,tractor,0.3277,reject,val,0.0317
tractor-0017,tractor,0.3294,reject,test,0.1133
tractor-0018,tractor,0.3311,accept,train,0.1950
tractor-0019,tractor,0.3329,reject,val,0.0550
tractor-0020,tractor,0.3346,reject,test,0.1367
tractor-0021,tractor,0.3363,reject,train,0.2183
tractor-0022,tractor,0.3380,reject,val,0.0783
tractor-0023,tractor,0.3398,reject,test,0.1600
tractor-0024,tractor,0.3415,reject,train,0.0200
tractor-0025,tractor,0.3432,reject,val,0.1017
tractor-0026,tractor,0.3450,accept,test,0.1833
tractor-0027,tractor,0.3467,reject,train,0.0433
tractor-0028,tractor,0.3484,reject,val,0.1250
tractor-0029,tractor,0.3502,reject,test,0.2067
tractor-0030,tractor,0.3519,reject,train,0.0667
tractor-0031,tractor,0.3536,reject,val,0.1483
tractor-0032,tractor,0.3553,reject,test,0.2300
tractor-0033,tractor,0.3571,reject,train,0.0900
tractor-0034,tractor,0.3588,accept,val,0.1717
tractor-0035,tractor,0.3605,reject,test,0.0317
tractor-0036,tractor,0.3623,reject,train,0.1133
tractor-0037,tractor,0.3640,reject,val,0.1950
tractor-0038,tractor,0.3657,reject,test,0.0550
tractor-0039,tractor,0.3674,reject,train,0.1367
tractor-0040,tractor,0.3692,reject,val,0.2183
tractor-0041,tractor,0.3709,reject,test,0.0783
tractor-0042,tractor,0.3726,accept,train,0.1600
tractor-0043,tractor,0.3744,reject,val,0.0200
tractor-0044,tractor,0.3761,reject,test,0.1017
tractor-0045,tractor,0.3778,reject,train,0.1833
tractor-0046,tractor,0.3795,reject,val,0.0433
tractor-0047,tractor,0.3813,reject,test,0.1250
tractor-0048,tractor,0.3830,reject,train,0.2067
tractor-0049,tractor,0.3847,reject,val,0.0667
tractor-0050,tractor,0.3865,accept,test,0.1483
tractor-0051,tractor,0.3882,reject,train,0.2300
tractor-0052,tractor,0.3899,reject,val,0.0900
tractor-0053,tractor,0.3917,reject,test,0.1717
tractor-0054,tractor,0.3934,reject,train,0.0317
tractor-0055,tractor,0.3951,reject,val,0.1133
tractor-0056,tractor,0.3968,reject,test,0.1950
tractor-0057,tractor,0.3986,reject,train,0.0550
tractor-0058,tractor,0.4003,accept,val,0.1367
tractor-0059,tractor,0.4020,reject,test,0.2183
tractor-0060,tractor,0.4038,reject,train,0.0783
tractor-0061,tractor,0.4055,reject,val,0.1600
tractor-0062,tractor,0.4072,reject,test,0.0200
tractor-0063,tractor,0.4089,reject,train,0.1017
tractor-0064,tractor,0.4107,reject,val,0.1833
tractor-0065,tractor,0.4124,reject,test,0.0433
tractor-0066,tractor,0.4141,accept,train,0.1250
tractor-0067,tractor,0.4159,reject,val,0.2067
tractor-0068,tractor,0.4176,reject,test,0.0667
tractor-0069,tractor,0.4193,reject,train,0.1483
tractor-0070,tractor,0.4211,reject,val,0.2300
tractor-0071,tractor,0.4228,reject,test,0.0900
tractor-0072,tractor,0.4245,reject,train,0.1717
tractor-0073,tractor,0.4262,reject,val,0.0317
tractor-0074,tractor,0.4280,accept,test,0.1133
tractor-0075,tractor,0.4297,reject,train,0.1950
tractor-0076,tractor,0.4314,reject,val,0.0550
tractor-0077,tractor,0.4332,reject,test,0.1367
tractor-0078,tractor,0.4349,reject,train,0.2183
tractor-0079,tractor,0.4366,reject,val,0.0783
tractor-0080,tractor,0.4383,reject,test,0.1600
tractor-0081,tractor,0.4401,reject,train,0.0200
tractor-0082,tractor,0.4418,accept,val,0.1017
tractor-0083,tractor,0.4435,reject,test,0.1833
tractor-0084,tractor,0.4453,reject,train,0.0433
tractor-0085,tractor,0.4470,reject,val,0.1250
tractor-0086,tractor,0.4487,reject,test,0.2067
tractor-0087,tractor,0.4505,reject,train,0.0667
tractor-0088,tractor,0.4522,reject,val,0.1483
tractor-0089,tractor,0.4539,reject,test,0.2300
tractor-0090,tractor,0.4556,accept,train,0.0900
tractor-0091,tractor,0.4574,reject,val,0.1717
tractor-0092,tractor,0.4591,reject,test,0.0317
tractor-0093,tractor,0.4608,reject,train,0.1133
tractor-0094,tractor,0.4626,reject,val,0.1950
tractor-0095,tractor,0.4643,reject,test,0.0550
tractor-0096,tractor,0.4660,reject,train,0.1367
tractor-0097,tractor,0.4677,reject,val,0.2183
tractor-0098,tractor,0.4695,accept,test,0.0783
tractor-0099,tractor,0.4712,reject,train,0.1600
tractor-0100,tractor,0.4729,reject,val,0.0200
tractor-0101,tractor,0.4747,reject,test,0.1017
tractor-0102,tractor,0.4764,reject,train,0.1833
tractor-0103,tractor,0.4781,reject,val,0.0433
tractor-0104,tractor,0.4798,reject,test,0.1250
tractor-0105,tractor,0.4816,reject,train,0.2067
tractor-0106,tractor,0.4833,accept,val,0.0667
tractor-0107,tractor,0.4850,accept,test,0.1483
tractor-0108,tractor,0.4868,accept,train,0.2300
tractor-0109,tractor,0.4885,accept,val,0.0900
tractor-0110,tractor,0.4902,accept,test,0.1717
tractor-0111,tractor,0.4920,reject,train,0.0317
tractor-0112,tractor,0.4937,accept,val,0.1133
tractor-0113,tractor,0.4954,accept,test,0.1950
tractor-0114,tractor,0.4971,accept,train,0.0550
tractor-0115,tractor,0.4989,accept,val,0.1367
tractor-0116,tractor,0.5006,accept,test,0.2183
tractor-0117,tractor,0.5023,reject,train,0.0783
tractor-0118,tractor,0.5041,accept,val,0.1600
tractor-0119,tractor,0.5058,accept,test,0.0200
tractor-0120,tractor,0.5075,accept,train,0.1017
tractor-0121,tractor,0.5092,accept,val,0.1833
tractor-0122,tractor,0.5110,accept,test,0.0433
tractor-0123,tractor,0.5127,reject,train,0.1250
tractor-0124,tractor,0.5144,accept,val,0.2067
tractor-0125,tractor,0.5162,accept,test,0.0667
tractor-0126,tractor,0.5179,accept,train,0.1483
tractor-0127,tractor,0.5196,accept,val,0.2300
tractor-0128,tractor,0.5214,accept,test,0.0900
tractor-0129,tractor,0.5231,reject,train,0.1717
tractor-0130,tractor,0.5248,accept,val,0.0317
tractor-0131,tractor,0.5265,accept,test,0.1133
tractor-0132,tractor,0.5283,accept,train,0.1950
tractor-0133,tractor,0.5300,accept,val,0.0550
tractor-0134,tractor,0.5317,accept,test,0.1367
tractor-0135,tractor,0.5335,reject,train,0.2183
tractor-0136,tractor,0.5352,accept,val,0.0783
tractor-0137,tractor,0.5369,accept,test,0.1600
tractor-0138,tractor,0.5386,accept,train,0.0200
tractor-0139,tractor,0.5404,accept,val,0.1017
tractor-0140,tractor,0.5421,accept,test,0.1833
tractor-0141,tractor,0.5438,reject,train,0.0433
tractor-0142,tractor,0.5456,accept,val,0.1250
tractor-0143,tractor,0.5473,accept,test,0.2067
tractor-0144,tractor,0.5490,accept,train,0.0667
tractor-0145,tractor,0.5508,accept,val,0.1483
tractor-0146,tractor,0.5525,accept,test,0.2300
tractor-0147,tractor,0.5542,reject,train,0.0900
tractor-0148,tractor,0.5559,accept,val,0.1717
tractor-0149,tractor,0.5577,accept,test,0.0317
tractor-0150,tractor,0.5594,accept,train,0.1133
tractor-0151,tractor,0.5611,accept,val,0.1950
tractor-0152,tractor,0.5629,accept,test,0.0550
tractor-0153,tractor,0.5646,reject,train,0.1367
tractor-0154,tractor,0.5663,accept,val,0.2183
tractor-0155,tractor,0.5680,accept,test,0.0783
tractor-0156,tractor,0.5698,accept,train,0.1600
tractor-0157,tractor,0.5715,accept,val,0.0200
tractor-0158,tractor,0.5732,accept,test,0.1017
tractor-0159,tractor,0.5750,reject,train,0.1833
tractor-0160,tractor,0.5767,accept,val,0.0433
tractor-0161,tractor,0.5784,accept,test,0.1250
tractor-0162,tractor,0.5802,accept,train,0.2067
tractor-0163,tractor,0.5819,accept,val,0.0667
tractor-0164,tractor,0.5836,accept,test,0.1483
tractor-0165,tractor,0.5853,reject,train,0.2300
tractor-0166,tractor,0.5871,accept,val,0.0900
tractor-0167,tractor,0.5888,accept,test,0.1717
tractor-0168,tractor,0.5905,accept,train,0.0317
tractor-0169,tractor,0.5923,accept,val,0.1133
tractor-0170,tractor,0.5940,accept,test,0.1950
tractor-0171,tractor,0.5957,reject,train,0.0550
tractor-0172,tractor,0.5974,accept,val,0.1367
tractor-0173,tractor,0.5992,accept,test,0.2183
tractor-0174,tractor,0.6009,accept,train,0.0783
tractor-0175,tractor,0.6026,accept,val,0.1600
tractor-0176,tractor,0.6044,accept,test,0.0200
tractor-0177,tractor,0.6061,reject,train,0.1017
tractor-0178,tractor,0.6078,accept,val,0.1833
tractor-0179,tractor,0.6095,accept,test,0.0433
tractor-0180,tractor,0.6113,accept,train,0.1250
tractor-0181,tractor,0.6130,accept,val,0.2067
tractor-0182,tractor,0.6147,accept,test,0.0667
tractor-0183,tractor,0.6165,reject,train,0.1483
tractor-0184,tractor,0.6182,accept,val,0.2300
tractor-0185,tractor,0.6199,accept,test,0.0900
tractor-0186,tractor,0.6217,accept,train,0.1717
tractor-0187,tractor,0.6234,accept,val,0.0317
tractor-0188,tractor,0.6251,accept,test,0.1133
tractor-0189,tractor,0.6268,reject,train,0.1950
tractor-0190,tractor,0.6286,accept,val,0.0550
tractor-0191,tractor,0.6303,accept,test,0.1367
tractor-0192,tractor,0.6320,accept,train,0.2183
tractor-0193,tractor,0.6338,accept,val,0.0783
tractor-0194,tractor,0.6355,accept,test,0.1600
tractor-0195,tractor,0.6372,reject,train,0.0200
tractor-0196,tractor,0.6389,accept,val,0.1017
tractor-0197,tractor,0.6407,accept,test,0.1833
tractor-0198,tractor,0.6424,accept,train,0.0433
tractor-0199,tractor,0.6441,accept,val,0.1250
tractor-0200,tractor,0.6459,accept,test,0.2067
tractor-0201,tractor,0.6476,reject,train,0.0667
tractor-0202,tractor,0.6493,accept,val,0.1483
tractor-0203,tractor,0.6511,accept,test,0.2300
tractor-0204,tractor,0.6528,accept,train,0.0900
tractor-0205,tractor,0.6545,accept,val,0.1717
tractor-0206,tractor,0.6562,accept,test,0.0317
tractor-0207,tractor,0.6580,reject,train,0.1133
tractor-0208,tractor,0.6597,accept,val,0.1950
tractor-0209,tractor,0.6614,accept,test,0.0550
tractor-0210,tractor,0.6632,accept,train,0.1367
tractor-0211,tractor,0.6649,accept,val,0.2183
tractor-0212,tractor,0.6666,accept,test,0.0783
tractor-0213,tractor,0.6683,reject,train,0.1600
tractor-0214,tractor,0.6701,accept,val,0.0200
tractor-0215,tractor,0.6718,accept,test,0.1017
tractor-0216,tractor,0.6735,accept,train,0.1833
tractor-0217,tractor,0.6753,accept,val,0.0433
tractor-0218,tractor,0.6770,accept,test,0.1250
tractor-0219,tractor,0.6787,reject,train,0.2067
tractor-0220,tractor,0.6805,accept,val,0.0667
tractor-0221,tractor,0.6822,accept,test,0.1483
tractor-0222,tractor,0.6839,accept,train,0.2300
tractor-0223,tractor,0.6856,accept,val,0.0900
tractor-0224,tractor,0.6874,accept,test,0.1717
tractor-0225,tractor,0.6891,reject,train,0.0317
tractor-0226,tractor,0.6908,accept,val,0.1133
tractor-0227,tractor,0.6926,accept,test,0.1950
tractor-0228,tractor,0.6943,accept,train,0.0550
tractor-0229,tractor,0.6960,accept,val,0.1367
tractor-0230,tractor,0.6977,accept,test,0.2183
tractor-0231,tractor,0.6995,reject,train,0.0783
tractor-0232,tractor,0.7012,accept,val,0.1600
tractor-0233,tractor,0.7029,accept,test,0.0200
tractor-0234,tractor,0.7047,accept,train,0.1017
tractor-0235,tractor,0.7064,accept,val,0.1833
tractor-0236,tractor,0.7081,accept,test,0.0433
tractor-0237,tractor,0.7098,reject,train,0.1250
tractor-0238,tractor,0.7116,accept,val,0.2067
tractor-0239,tractor,0.7133,accept,test,0.0667
tractor-0240,tractor,0.7150,accept,train,0.1483
tractor-0241,tractor,0.7168,accept,val,0.2300
tractor-0242,tractor,0.7185,accept,test,0.0900
tractor-0243,tractor,0.7202,reject,train,0.1717
tractor-0244,tractor,0.7220,accept,val,0.0317
tractor-0245,tractor,0.7237,accept,test,0.1133
tractor-0246,tractor,0.7254,accept,train,0.1950
tractor-0247,tractor,0.7271,accept,val,0.0550
tractor-0248,tractor,0.7289,accept,test,0.1367
tractor-0249,tractor,0.7306,reject,train,0.2183
tractor-0250,tractor,0.7323,accept,val,0.0783
tractor-0251,tractor,0.7341,accept,test,0.1600
tractor-0252,tractor,0.7358,accept,train,0.0200
tractor-0253,tractor,0.7375,accept,val,0.1017
tractor-0254,tractor,0.7392,accept,test,0.1833
tractor-0255,tractor,0.7410,reject,train,0.0433
tractor-0256,tractor,0.7427,accept,val,0.1250
tractor-0257,tractor,0.7444,accept,test,0.2067
tractor-0258,tractor,0.7462,accept,train,0.0667
tractor-0259,tractor,0.7479,accept,val,0.1483
tractor-0260,tractor,0.7496,accept,test,0.2300
tractor-0261,tractor,0.7514,reject,train,0.0900
tractor-0262,tractor,0.7531,accept,val,0.1717
tractor-0263,tractor,0.7548,accept,test,0.0317
tractor-0264,tractor,0.7565,accept,train,0.1133
tractor-0265,tractor,0.7583,accept,val,0.1950
tractor-0266,tractor,0.7600,accept,test,0.0550
tractor-0267,tractor,0.7617,accept,train,0.1367
tractor-0268,tractor,0.7635,accept,val,0.2183
tractor-0269,tractor,0.7652,accept,test,0.0783
tractor-0270,tractor,0.7669,accept,train,0.1600
tractor-0271,tractor,0.7686,accept,val,0.0200
tractor-0272,tractor,0.7704,accept,test,0.1017
tractor-0273,tractor,0.7721,accept,train,0.1833
tractor-0274,tractor,0.7738,accept,val,0.0433
tractor-0275,tractor,0.7756,accept,test,0.1250
tractor-0276,tractor,0.7773,accept,train,0.2067
tractor-0277,tractor,0.7790,accept,val,0.0667
tractor-0278,tractor,0.7808,accept,test,0.1483
tractor-0279,tractor,0.7825,accept,train,0.2300
tractor-0280,tractor,0.7842,accept,val,0.0900
tractor-0281,tractor,0.7859,accept,test,0.1717
tractor-0282,tractor,0.7877,accept,train,0.0317
tractor-0283,tractor,0.7894,accept,val,0.1133
tractor-0284,tractor,0.7911,accept,test,0.1950
tractor-0285,tractor,0.7929,accept,train,0.0550
tractor-0286,tractor,0.7946,accept,val,0.1367
tractor-0287,tractor,0.7963,accept,test,0.2183
tractor-0288,tractor,0.7980,accept,train,0.0783
tractor-0289,tractor,0.7998,accept,val,0.1600
tractor-0290,tractor,0.8015,accept,test,0.0200
tractor-0291,tractor,0.8032,accept,train,0.1017
tractor-0292,tractor,0.8050,accept,val,0.1833
tractor-0293,tractor,0.8067,accept,test,0.0433
tractor-0294,tractor,0.8084,accept,train,0.1250
tractor-0295,tractor,0.8102,accept,val,0.2067
tractor-0296,tractor,0.8119,accept,test,0.0667
tractor-0297,tractor,0.8136,accept,train,0.1483
tractor-0298,tractor,0.8153,accept,val,0.2300
tractor-0299,tractor,0.8171,accept,test,0.0900
tractor-0300,tractor,0.8188,accept,train,0.1717
tractor-0301,tractor,0.8205,accept,val,0.0317
tractor-0302,tractor,0.8223,accept,test,0.1133
tractor-0303,tractor,0.8240,accept,train,0.1950
tractor-0304,tractor,0.8257,accept,val,0.0550
tractor-0305,tractor,0.8274,accept,test,0.1367
tractor-0306,tractor,0.8292,accept,train,0.2183
tractor-0307,tractor,0.8309,accept,val,0.0783
tractor-0308,tractor,0.8326,accept,test,0.1600
tractor-0309,tractor,0.8344,accept,train,0.0200
tractor-0310,tractor,0.8361,accept,val,0.1017
tractor-0311,tractor,0.8378,accept,test,0.1833
tractor-0312,tractor,0.8395,accept,train,0.0433
tractor-0313,tractor,0.8413,accept,val,0.1250
tractor-0314,tractor,0.8430,accept,test,0.2067
tractor-0315,tractor,0.8447,accept,train,0.0667
tractor-0316,tractor,0.8465,accept,val,0.1483
tractor-0317,tractor,0.8482,accept,test,0.2300
tractor-0318,tractor,0.8499,accept,train,0.0900
tractor-0319,tractor,0.8517,accept,val,0.1717
tractor-0320,tractor,0.8534,accept,test,0.0317
tractor-0321,tractor,0.8551,accept,train,0.1133
tractor-0322,tractor,0.8568,accept,val,0.1950
tractor-0323,tractor,0.8586,accept,test,0.0550
tractor-0324,tractor,0.8603,accept,train,0.1367
tractor-0325,tractor,0.8620,accept,val,0.2183
tractor-0326,tractor,0.8638,accept,test,0.0783
tractor-0327,tractor,0.8655,accept,train,0.1600
tractor-0328,tractor,0.8672,accept,val,0.0200
tractor-0329,tractor,0.8689,accept,test,0.1017
tractor-0330,tractor,0.8707,accept,train,0.1833
tractor-0331,tractor,0.8724,accept,val,0.0433
tractor-0332,tractor,0.8741,accept,test,0.1250
tractor-0333,tractor,0.8759,accept,train,0.2067
tractor-0334,tractor,0.8776,accept,val,0.0667
tractor-0335,tractor,0.8793,accept,test,0.1483
tractor-0336,tractor,0.8811,accept,train,0.2300
tractor-0337,tractor,0.8828,accept,val,0.0900
tractor-0338,tractor,0.8845,accept,test,0.1717
tractor-0339,tractor,0.8862,accept,train,0.0317
tractor-0340,tractor,0.8880,accept,val,0.1133
tractor-0341,tractor,0.8897,accept,test,0.1950
tractor-0342,tractor,0.8914,accept,train,0.0550
tractor-0343,tractor,0.8932,accept,val,0.1367
tractor-0344,tractor,0.8949,accept,test,0.2183
tractor-0345,tractor,0.8966,accept,train,0.0783
tractor-0346,tractor,0.8983,accept,val,0.1600
tractor-0347,tractor,0.9001,accept,test,0.0200
tractor-0348,tractor,0.9018,accept,train,0.1017
tractor-0349,tractor,0.9035,accept,val,0.1833
tractor-0350,tractor,0.9053,accept,test,0.0433
tractor-0351,tractor,0.9070,accept,train,0.1250
tractor-0352,tractor,0.9087,accept,val,0.2067
tractor-0353,tractor,0.9105,accept,test,0.0667
tractor-0354,tractor,0.9122,accept,train,0.1483
tractor-0355,tractor,0.9139,accept,val,0.2300
tractor-0356,tractor,0.9156,accept,test,0.0900
tractor-0357,tractor,0.9174,accept,train,0.1717
tractor-0358,tractor,0.9191,accept,val,0.0317
tractor-0359,tractor,0.9208,accept,test,0.1133
tractor-0360,tractor,0.9226,accept,train,0.1950
tractor-0361,tractor,0.9243,accept,val,0.0550
tractor-0362,tractor,0.9260,accept,test,0.1367
tractor-0363,tractor,0.9277,accept,train,0.2183
tractor-0364,tractor,0.9295,accept,val,0.0783
tractor-0365,tractor,0.9312,accept,test,0.1600
tractor-0366,tractor,0.9329,accept,train,0.0200
tractor-0367,tractor,0.9347,accept,val,0.1017
tractor-0368,tractor,0.9364,accept,test,0.1833
tractor-0369,tractor,0.9381,accept,train,0.0433
tractor-0370,tractor,0.9398,accept,val,0.1250
tractor-0371,tractor,0.9416,accept,test,0.2067
tractor-0372,tractor,0.9433,accept,train,0.0667
tractor-0373,tractor,0.9450,accept,val,0.1483
tractor-0374,tractor,0.9468,accept,test,0.2300
tractor-0375,tractor,0.9485,accept,train,0.0900
tractor-0376,tractor,0.9502,accept,val,0.1717
tractor-0377,tractor,0.9520,accept,test,0.0317
tractor-0378,tractor,0.9537,accept,train,0.1133
tractor-0379,tractor,0.9554,accept,val,0.1950
tractor-0380,tractor,0.9571,accept,test,0.0550
tractor-0381,tractor,0.9589,accept,train,0.1367
tractor-0382,tractor,0.9606,accept,val,0.2183
tractor-0383,tractor,0.9623,accept,test,0.0783
tractor-0384,tractor,0.9641,accept,train,0.1600
tractor-0385,tractor,0.9658,accept,val,0.0200
tractor-0386,tractor,0.9675,accept,test,0.1017
tractor-0387,tractor,0.9692,accept,train,0.1833
tractor-0388,tractor,0.9710,accept,val,0.0433
tractor-0389,tractor,0.9727,accept,test,0.1250
tractor-0390,tractor,0.9744,accept,train,0.2067
tractor-0391,tractor,0.9762,accept,val,0.0667
tractor-0392,tractor,0.9779,accept,test,0.1483
tractor-0393,tractor,0.9796,accept,train,0.2300
tractor-0394,tractor,0.9814,accept,val,0.0900
tractor-0395,tractor,0.9831,accept,test,0.1717
tractor-0396,tractor,0.9848,accept,train,0.0317
tractor-0397,tractor,0.9865,accept,val,0.1133
tractor-0398,tractor,0.9883,accept,test,0.1950
tractor-0399,tractor,0.9900,accept,train,0.0550
slipper-0000,slipper,0.3000,accept,train,0.0667
slipper-0001,slipper,0.3017,reject,val,0.1483
slipper-0002,slipper,0.3035,reject,test,0.2300
slipper-0003,slipper,0.3052,reject,train,0.0900
slipper-0004,slipper,0.3069,reject,val,0.1717
slipper-0005,slipper,0.3086,reject,test,0.0317
slipper-0006,slipper,0.3104,reject,train,0.1133
slipper-0007,slipper,0.3121,reject,val,0.1950
slipper-0008,slipper,0.3138,accept,test,0.0550
slipper-0009,slipper,0.3156,reject,train,0.1367
slipper-0010,slipper,0.3173,reject,val,0.2183
slipper-0011,slipper,0.3190,reject,test,0.0783
slipper-0012,slipper,0.3208,reject,train,0.1600
slipper-0013,slipper,0.3225,reject,val,0.0200
slipper-0014,slipper,0.3242,reject,test,0.1017
slipper-0015,slipper,0.3259,reject,train,0.1833
slipper-0016,slipper,0.3277,accept,val,0.0433
slipper-0017,slipper,0.3294,reject,test,0.1250
slipper-0018,slipper,0.3311,reject,train,0.2067
slipper-0019,slipper,0.3329,reject,val,0.0667
slipper-0020,slipper,0.3346,reject,test,0.1483
slipper-0021,slipper,0.3363,reject,train,0.2300
slipper-0022,slipper,0.3380,reject,val,0.0900
slipper-0023,slipper,0.3398,reject,test,0.1717
slipper-0024,slipper,0.3415,accept,train,0.0317
slipper-0025,slipper,0.3432,reject,val,0.1133
slipper-0026,slipper,0.3450,reject,test,0.1950
slipper-0027,slipper,0.3467,reject,train,0.0550
slipper-0028,slipper,0.3484,reject,val,0.1367
slipper-0029,slipper,0.3502,reject,test,0.2183
slipper-0030,slipper,0.3519,reject,train,0.0783
slipper-0031,slipper,0.3536,reject,val,0.1600
slipper-0032,slipper,0.3553,accept,test,0.0200
slipper-0033,slipper,0.3571,reject,train,0.1017
slipper-0034,slipper,0.3588,reject,val,0.1833
slipper-0035,slipper,0.3605,reject,test,0.0433
slipper-0036,slipper,0.3623,reject,train,0.1250
slipper-0037,slipper,0.3640,reject,val,0.2067
slipper-0038,slipper,0.3657,reject,test,0.0667
slipper-0039,slipper,0.3674,reject,train,0.1483
slipper-0040,slipper,0.3692,accept,val,0.2300
slipper-0041,slipper,0.3709,reject,test,0.0900
slipper-0042,slipper,0.3726,reject,train,0.1717
slipper-0043,slipper,0.3744,reject,val,0.0317
slipper-0044,slipper,0.3761,reject,test,0.1133
slipper-0045,slipper,0.3778,reject,train,0.1950
slipper-0046,slipper,0.3795,reject,val,0.0550
slipper-0047,slipper,0.3813,reject,test,0.1367
slipper-0048,slipper,0.3830,accept,train,0.2183
slipper-0049,slipper,0.3847,reject,val,0.0783
slipper-0050,slipper,0.3865,reject,test,0.1600
slipper-0051,slipper,0.3882,reject,train,0.0200
slipper-0052,slipper,0.3899,reject,val,0.1017
slipper-0053,slipper,0.3917,reject,test,0.1833
slipper-0054,slipper,0.3934,reject,train,0.0433
slipper-0055,slipper,0.3951,reject,val,0.1250
slipper-0056,slipper,0.3968,accept,test,0.2067
slipper-0057,slipper,0.3986,reject,train,0.0667
slipper-0058,slipper,0.4003,reject,val,0.1483
slipper-0059,slipper,0.4020,reject,test,0.2300
slipper-0060,slipper,0.4038,reject,train,0.0900
slipper-0061,slipper,0.4055,reject,val,0.1717
slipper-0062,slipper,0.4072,reject,test,0.0317
slipper-0063,slipper,0.4089,reject,train,0.1133
slipper-0064,slipper,0.4107,accept,val,0.1950
slipper-0065,slipper,0.4124,reject,test,0.0550
slipper-0066,slipper,0.4141,reject,train,0.1367
slipper-0067,slipper,0.4159,reject,val,0.2183
slipper-0068,slipper,0.4176,reject,test,0.0783
slipper-0069,slipper,0.4193,reject,train,0.1600
slipper-0070,slipper,0.4211,reject,val,0.0200
slipper-0071,slipper,0.4228,reject,test,0.1017
slipper-0072,slipper,0.4245,accept,train,0.1833
slipper-0073,slipper,0.4262,reject,val,0.0433
slipper-0074,slipper,0.4280,reject,test,0.1250
slipper-0075,slipper,0.4297,reject,train,0.2067
slipper-0076,slipper,0.4314,reject,val,0.0667
slipper-0077,slipper,0.4332,reject,test,0.1483
slipper-0078,slipper,0.4349,reject,train,0.2300
slipper-0079,slipper,0.4366,reject,val,0.0900
slipper-0080,slipper,0.4383,accept,test,0.1717
slipper-0081,slipper,0.4401,reject,train,0.0317
slipper-0082,slipper,0.4418,reject,val,0.1133
slipper-0083,slipper,0.4435,reject,test,0.1950
slipper-0084,slipper,0.4453,reject,train,0.0550
slipper-0085,slipper,0.4470,reject,val,0.1367
slipper-0086,slipper,0.4487,reject,test,0.2183
slipper-0087,slipper,0.4505,reject,train,0.0783
slipper-0088,slipper,0.4522,accept,val,0.1600
slipper-0089,slipper,0.4539,reject,test,0.0200
slipper-0090,slipper,0.4556,reject,train,0.1017
slipper-0091,slipper,0.4574,reject,val,0.1833
slipper-0092,slipper,0.4591,reject,test,0.0433
slipper-0093,slipper,0.4608,reject,train,0.1250
slipper-0094,slipper,0.4626,reject,val,0.2067
slipper-0095,slipper,0.4643,reject,test,0.0667
slipper-0096,slipper,0.4660,accept,train,0.1483
slipper-0097,slipper,0.4677,reject,val,0.2300
slipper-0098,slipper,0.4695,reject,test,0.0900
slipper-0099,slipper,0.4712,reject,train,0.1717
slipper-0100,slipper,0.4729,reject,val,0.0317
slipper-0101,slipper,0.4747,reject,test,0.1133
